Latitude (decimal degrees):	52.522
Longitude (decimal degrees):	13.360
Elevation (m):	35
Radiation database:	PVGIS-SARAH3


Slope: 45 deg. 
Azimuth: - deg. 
Nominal power of the PV system (c-Si) (kWp):	1000.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230103:0511,0.0,0.0,0.0,6.35,3.17,0.0
20230103:0611,0.0,0.0,0.0,6.07,3.17,0.0
20230103:0711,0.0,0.0,0.0,5.52,3.1,0.0
20230103:0811,283960.0,327.69,5.1,5.51,3.03,0.0
20230103:0911,459390.0,528.04,10.25,5.89,3.31,0.0
20230103:1011,482730.0,554.47,13.53,6.12,3.93,0.0
20230103:1111,367020.0,423.22,14.65,6.42,3.72,0.0
20230103:1211,193920.0,231.73,13.51,6.49,3.31,0.0
20230103:1311,34780.0,54.94,10.23,6.48,2.83,0.0
20230103:1411,187510.0,223.42,5.07,6.28,2.14,0.0
20230103:1511,0.0,0.0,0.0,5.88,1.86,0.0
20230103:1611,0.0,0.0,0.0,5.25,1.59,0.0
20230103:1711,0.0,0.0,0.0,4.33,1.45,0.0
20230103:1811,0.0,0.0,0.0,3.52,1.72,0.0
20230103:1911,0.0,0.0,0.0,2.88,2.07,0.0
20230103:2011,0.0,0.0,0.0,3.59,2.28,0.0
20230103:2111,0.0,0.0,0.0,4.52,2.55,0.0
20230103:2211,0.0,0.0,0.0,4.94,2.83,0.0
20230103:2311,0.0,0.0,0.0,4.78,2.9,0.0
20230104:0011,0.0,0.0,0.0,4.24,2.97,0.0
20230104:0111,0.0,0.0,0.0,3.83,2.97,0.0
20230104:0211,0.0,0.0,0.0,3.64,3.24,0.0
20230104:0311,0.0,0.0,0.0,3.59,3.52,0.0
20230104:0411,0.0,0.0,0.0,3.82,4.0,0.0
20230104:0511,0.0,0.0,0.0,4.21,4.28,0.0
20230104:0611,0.0,0.0,0.0,4.71,4.48,0.0
20230104:0711,0.0,0.0,0.0,5.69,5.17,0.0
20230104:0811,4290.0,14.11,5.15,5.94,5.52,0.0
20230104:0911,7030.0,18.52,10.32,6.38,6.0,0.0
20230104:1011,5330.0,15.88,13.61,6.89,6.55,0.0
20230104:1111,31470.0,51.16,14.75,7.36,6.76,0.0
20230104:1211,29990.0,49.39,13.63,7.74,6.76,0.0
20230104:1311,62440.0,87.33,10.35,8.21,6.69,0.0
20230104:1411,0.0,4.41,5.2,8.71,6.55,0.0
20230104:1511,0.0,0.0,0.0,9.17,6.48,0.0
20230104:1611,0.0,0.0,0.0,9.49,6.28,0.0
20230104:1711,0.0,0.0,0.0,9.6,6.07,0.0
20230104:1811,0.0,0.0,0.0,9.49,6.14,0.0
20230104:1911,0.0,0.0,0.0,9.78,6.41,0.0
20230104:2011,0.0,0.0,0.0,9.93,6.34,0.0
20230104:2111,0.0,0.0,0.0,9.95,6.21,0.0
20230104:2211,0.0,0.0,0.0,9.7,6.34,0.0
20230104:2311,0.0,0.0,0.0,9.49,6.62,0.0
20230105:0011,0.0,0.0,0.0,9.16,6.83,0.0
20230105:0111,0.0,0.0,0.0,9.04,6.69,0.0
20230105:0211,0.0,0.0,0.0,8.89,6.55,0.0
20230105:0311,0.0,0.0,0.0,8.66,6.55,0.0
20230105:0411,0.0,0.0,0.0,8.54,7.03,0.0
20230105:0511,0.0,0.0,0.0,8.24,6.34,0.0
20230105:0611,0.0,0.0,0.0,8.28,6.21,0.0
20230105:0711,0.0,0.0,0.0,8.35,6.55,0.0
20230105:0811,103680.0,132.2,5.2,8.21,6.62,0.0
20230105:0911,160430.0,195.1,10.39,8.33,6.76,0.0
20230105:1011,35590.0,56.45,13.7,8.53,6.9,0.0
20230105:1111,99330.0,129.43,14.86,8.82,7.24,0.0
20230105:1211,204430.0,243.98,13.75,8.93,7.31,0.0
20230105:1311,56230.0,80.44,10.49,8.7,6.76,0.0
20230105:1411,1800.0,9.7,5.34,8.39,6.0,0.0
20230105:1511,0.0,0.0,0.0,7.95,5.52,0.0
20230105:1611,0.0,0.0,0.0,7.16,4.97,0.0
20230105:1711,0.0,0.0,0.0,6.5,4.55,0.0
20230105:1811,0.0,0.0,0.0,5.6,3.86,0.0
20230105:1911,0.0,0.0,0.0,5.78,3.24,0.0
20230105:2011,0.0,0.0,0.0,5.47,2.76,0.0
20230105:2111,0.0,0.0,0.0,4.83,1.86,0.0
20230105:2211,0.0,0.0,0.0,4.22,0.97,0.0
20230105:2311,0.0,0.0,0.0,4.38,0.48,0.0
20230106:0011,0.0,0.0,0.0,3.4,0.9,0.0
20230106:0111,0.0,0.0,0.0,3.23,1.45,0.0
20230106:0211,0.0,0.0,0.0,3.73,1.79,0.0
20230106:0311,0.0,0.0,0.0,3.95,2.14,0.0
20230106:0411,0.0,0.0,0.0,4.33,2.55,0.0
20230106:0511,0.0,0.0,0.0,4.49,2.9,0.0
20230106:0611,0.0,0.0,0.0,4.82,3.03,0.0
20230106:0711,0.0,0.0,0.0,5.37,3.24,0.0
20230106:0811,5360.0,15.88,5.27,5.94,3.17,0.0
20230106:0911,36130.0,56.6,10.47,6.63,3.1,0.0
20230106:1011,130190.0,163.14,13.8,7.58,3.03,0.0
20230106:1111,8650.0,21.17,14.97,9.02,2.76,0.0
20230106:1211,54420.0,79.14,13.88,9.68,4.21,0.0
20230106:1311,13500.0,28.23,10.63,9.86,4.83,0.0
20230106:1411,8620.0,21.17,5.49,9.82,5.1,0.0
20230106:1511,0.0,0.0,0.0,9.49,4.97,0.0
20230106:1611,0.0,0.0,0.0,8.9,4.28,0.0
20230106:1711,0.0,0.0,0.0,8.21,3.59,0.0
20230106:1811,0.0,0.0,0.0,7.76,3.03,0.0
20230106:1911,0.0,0.0,0.0,7.76,2.9,0.0
20230106:2011,0.0,0.0,0.0,7.52,2.83,0.0
20230106:2111,0.0,0.0,0.0,7.33,2.69,0.0
20230106:2211,0.0,0.0,0.0,7.2,2.41,0.0
20230106:2311,0.0,0.0,0.0,6.95,2.21,0.0
20230107:0011,0.0,0.0,0.0,6.56,2.21,0.0
20230107:0111,0.0,0.0,0.0,6.52,2.21,0.0
20230107:0211,0.0,0.0,0.0,6.68,2.14,0.0
20230107:0311,0.0,0.0,0.0,6.68,2.07,0.0
20230107:0411,0.0,0.0,0.0,6.4,2.14,0.0
20230107:0511,0.0,0.0,0.0,6.35,2.21,0.0
20230107:0611,0.0,0.0,0.0,6.5,2.34,0.0
20230107:0711,0.0,0.0,0.0,6.88,2.62,0.0
20230107:0811,93740.0,121.21,5.34,7.04,2.76,0.0
20230107:0911,56230.0,80.29,10.55,7.61,2.83,0.0
20230107:1011,80450.0,108.4,13.9,8.12,2.76,0.0
20230107:1111,165320.0,203.28,15.1,8.84,2.41,0.0
20230107:1211,89950.0,119.74,14.02,9.59,2.83,0.0
20230107:1311,27530.0,46.75,10.78,9.69,2.41,0.0
20230107:1411,63190.0,88.04,5.64,9.32,2.41,0.0
20230107:1511,0.0,0.0,0.0,8.44,2.55,0.0
20230107:1611,0.0,0.0,0.0,7.6,2.69,0.0
20230107:1711,0.0,0.0,0.0,7.06,2.69,0.0
20230107:1811,0.0,0.0,0.0,6.69,2.83,0.0
20230107:1911,0.0,0.0,0.0,7.37,2.76,0.0
20230107:2011,0.0,0.0,0.0,7.22,3.03,0.0
20230107:2111,0.0,0.0,0.0,7.12,3.17,0.0
20230107:2211,0.0,0.0,0.0,6.73,3.31,0.0
20230107:2311,0.0,0.0,0.0,6.52,3.31,0.0
20230108:0011,0.0,0.0,0.0,6.21,3.24,0.0
20230108:0111,0.0,0.0,0.0,5.77,3.1,0.0
20230108:0211,0.0,0.0,0.0,5.35,3.03,0.0
20230108:0311,0.0,0.0,0.0,5.15,2.97,0.0
20230108:0411,0.0,0.0,0.0,5.53,2.83,0.0
20230108:0511,0.0,0.0,0.0,6.08,2.9,0.0
20230108:0611,0.0,0.0,0.0,6.19,2.83,0.0
20230108:0711,0.0,0.0,0.0,7.07,3.24,0.0
20230108:0811,1810.0,9.7,5.41,7.15,3.1,0.0
20230108:0911,20300.0,37.05,10.65,7.06,3.03,0.0
20230108:1011,22320.0,39.69,14.02,7.34,3.38,0.0
20230108:1111,128130.0,160.9,15.23,7.47,3.52,0.0
20230108:1211,37150.0,58.21,14.16,7.55,3.38,0.0
20230108:1311,9310.0,22.05,10.93,7.87,3.31,0.0
20230108:1411,5830.0,16.76,5.8,8.14,3.03,0.0
20230108:1511,0.0,0.0,0.0,7.9,3.03,0.0
20230108:1611,0.0,0.0,0.0,7.64,3.03,0.0
20230108:1711,0.0,0.0,0.0,7.6,3.1,0.0
20230108:1811,0.0,0.0,0.0,7.37,3.17,0.0
20230108:1911,0.0,0.0,0.0,6.78,2.97,0.0
20230108:2011,0.0,0.0,0.0,6.39,3.1,0.0
20230108:2111,0.0,0.0,0.0,5.98,3.17,0.0
20230108:2211,0.0,0.0,0.0,5.72,3.1,0.0
20230108:2311,0.0,0.0,0.0,5.35,2.9,0.0
20230109:0011,0.0,0.0,0.0,4.95,2.55,0.0
20230109:0111,0.0,0.0,0.0,4.48,2.76,0.0
20230109:0211,0.0,0.0,0.0,4.35,3.03,0.0
20230109:0311,0.0,0.0,0.0,4.52,3.03,0.0
20230109:0411,0.0,0.0,0.0,4.58,2.76,0.0
20230109:0511,0.0,0.0,0.0,4.6,2.69,0.0
20230109:0611,0.0,0.0,0.0,4.63,2.83,0.0
20230109:0711,0.0,0.0,0.0,5.47,3.31,0.0
20230109:0811,19130.0,35.06,5.49,5.81,3.38,0.0
20230109:0911,110770.0,140.33,10.75,6.16,3.31,0.0
20230109:1011,40210.0,61.74,14.14,6.8,3.03,0.0
20230109:1111,54620.0,78.88,15.36,7.51,3.52,0.0
20230109:1211,270630.0,317.12,14.31,7.64,3.86,0.0
20230109:1311,333910.0,387.58,11.09,7.63,3.52,0.0
20230109:1411,9330.0,22.05,5.97,7.4,2.9,0.0
20230109:1511,0.0,0.0,0.0,6.6,2.48,0.0
20230109:1611,0.0,0.0,0.0,5.87,2.34,0.0
20230109:1711,0.0,0.0,0.0,4.8,2.48,0.0
20230109:1811,0.0,0.0,0.0,4.25,2.62,0.0
20230109:1911,0.0,0.0,0.0,4.37,2.69,0.0
20230109:2011,0.0,0.0,0.0,4.23,2.76,0.0
20230109:2111,0.0,0.0,0.0,3.94,2.76,0.0
20230109:2211,0.0,0.0,0.0,3.71,2.69,0.0
20230109:2311,0.0,0.0,0.0,4.36,2.83,0.0
20230110:0011,0.0,0.0,0.0,5.1,3.1,0.0
20230110:0111,0.0,0.0,0.0,5.68,3.31,0.0
20230110:0211,0.0,0.0,0.0,5.87,3.45,0.0
20230110:0311,0.0,0.0,0.0,5.77,3.45,0.0
20230110:0411,0.0,0.0,0.0,5.43,3.24,0.0
20230110:0511,0.0,0.0,0.0,5.39,3.31,0.0
20230110:0611,0.0,0.0,0.0,5.28,3.24,0.0
20230110:0711,0.0,0.0,0.0,5.25,3.03,0.0
20230110:0811,65970.0,89.76,5.59,5.36,2.9,0.0
20230110:0911,134580.0,166.08,10.86,5.67,3.1,0.0
20230110:1011,99170.0,128.2,14.26,5.99,3.17,0.0
20230110:1111,161540.0,196.43,15.51,6.43,4.28,0.0
20230110:1211,185100.0,222.2,14.47,6.86,4.28,0.0
20230110:1311,59140.0,83.52,11.26,6.96,2.62,0.0
20230110:1411,114620.0,144.14,6.14,6.89,3.17,0.0
20230110:1511,0.0,0.0,0.0,6.6,2.9,0.0
20230110:1611,0.0,0.0,0.0,6.27,2.62,0.0
20230110:1711,0.0,0.0,0.0,6.08,2.48,0.0
20230110:1811,0.0,0.0,0.0,5.93,2.41,0.0
20230110:1911,0.0,0.0,0.0,4.89,2.83,0.0
20230110:2011,0.0,0.0,0.0,4.71,3.31,0.0
20230110:2111,0.0,0.0,0.0,4.17,3.45,0.0
20230110:2211,0.0,0.0,0.0,3.79,3.72,0.0
20230110:2311,0.0,0.0,0.0,3.73,4.0,0.0
20230111:0011,0.0,0.0,0.0,3.92,4.21,0.0
20230111:0111,0.0,0.0,0.0,4.04,4.34,0.0
20230111:0211,0.0,0.0,0.0,4.23,4.55,0.0
20230111:0311,0.0,0.0,0.0,4.59,4.69,0.0
20230111:0411,0.0,0.0,0.0,4.97,4.62,0.0
20230111:0511,0.0,0.0,0.0,5.43,4.41,0.0
20230111:0611,0.0,0.0,0.0,5.97,4.34,0.0
20230111:0711,0.0,0.0,0.0,5.86,4.41,0.0
20230111:0811,7610.0,19.4,5.68,6.35,4.41,0.0
20230111:0911,25160.0,43.22,10.98,6.82,4.34,0.0
20230111:1011,51170.0,74.7,14.4,7.21,4.14,0.0
20230111:1111,82560.0,110.65,15.66,7.6,3.86,0.0
20230111:1211,38530.0,59.98,14.64,8.0,3.66,0.0
20230111:1311,30560.0,50.28,11.43,8.32,3.45,0.0
20230111:1411,5270.0,15.88,6.31,8.51,3.31,0.0
20230111:1511,0.0,0.0,0.0,8.69,3.45,0.0
20230111:1611,0.0,0.0,0.0,8.87,3.86,0.0
20230111:1711,0.0,0.0,0.0,8.85,4.0,0.0
20230111:1811,0.0,0.0,0.0,8.62,4.0,0.0
20230111:1911,0.0,0.0,0.0,7.85,3.38,0.0
20230111:2011,0.0,0.0,0.0,7.29,3.45,0.0
20230111:2111,0.0,0.0,0.0,6.9,3.59,0.0
20230111:2211,0.0,0.0,0.0,6.48,3.45,0.0
20230111:2311,0.0,0.0,0.0,6.13,3.59,0.0
20230112:0011,0.0,0.0,0.0,5.77,3.93,0.0
20230112:0111,0.0,0.0,0.0,5.51,4.41,0.0
20230112:0211,0.0,0.0,0.0,5.5,4.97,0.0
20230112:0311,0.0,0.0,0.0,5.77,5.52,0.0
20230112:0411,0.0,0.0,0.0,5.96,5.45,0.0
20230112:0511,0.0,0.0,0.0,6.22,5.1,0.0
20230112:0611,0.0,0.0,0.0,6.57,4.9,0.0
20230112:0711,0.0,0.0,0.0,7.0,5.17,0.0
20230112:0811,9350.0,22.05,5.79,7.12,5.31,0.0
20230112:0911,12400.0,26.46,11.1,7.71,5.72,0.0
20230112:1011,30610.0,50.28,14.54,8.3,6.34,0.0
20230112:1111,18150.0,34.4,15.82,8.7,6.69,0.0
20230112:1211,49330.0,72.8,14.81,8.49,6.83,0.0
20230112:1311,16850.0,32.64,11.61,8.47,6.62,0.0
20230112:1411,262160.0,305.65,6.5,8.64,6.28,0.0
20230112:1511,0.0,0.0,0.0,8.95,5.93,0.0
20230112:1611,0.0,0.0,0.0,9.2,5.72,0.0
20230112:1711,0.0,0.0,0.0,9.39,5.59,0.0
20230112:1811,0.0,0.0,0.0,9.59,5.59,0.0
20230112:1911,0.0,0.0,0.0,9.57,5.59,0.0
20230112:2011,0.0,0.0,0.0,9.61,5.72,0.0
20230112:2111,0.0,0.0,0.0,9.3,5.52,0.0
20230112:2211,0.0,0.0,0.0,9.22,5.59,0.0
20230112:2311,0.0,0.0,0.0,9.28,6.0,0.0
20230113:0011,0.0,0.0,0.0,9.33,6.07,0.0
20230113:0111,0.0,0.0,0.0,9.32,5.72,0.0
20230113:0211,0.0,0.0,0.0,9.33,5.45,0.0
20230113:0311,0.0,0.0,0.0,9.42,5.17,0.0
20230113:0411,0.0,0.0,0.0,9.31,4.9,0.0
20230113:0511,0.0,0.0,0.0,9.14,4.9,0.0
20230113:0611,0.0,0.0,0.0,8.78,4.76,0.0
20230113:0711,0.0,0.0,0.0,8.82,4.0,0.0
20230113:0811,125510.0,157.11,5.9,8.68,3.59,0.0
20230113:0911,6360.0,17.64,11.23,9.0,3.79,0.0
20230113:1011,583950.0,683.74,14.69,9.05,4.0,0.0
20230113:1111,447020.0,520.09,15.99,9.2,4.28,0.0
20230113:1211,462210.0,537.16,14.99,9.68,4.9,0.0
20230113:1311,202940.0,243.3,11.79,9.57,5.38,0.0
20230113:1411,186150.0,223.67,6.68,9.14,4.9,0.0
20230113:1511,0.0,0.0,0.0,8.32,4.76,0.0
20230113:1611,0.0,0.0,0.0,7.62,4.83,0.0
20230113:1711,0.0,0.0,0.0,7.25,5.03,0.0
20230113:1811,0.0,0.0,0.0,7.17,5.45,0.0
20230113:1911,0.0,0.0,0.0,6.76,5.45,0.0
20230113:2011,0.0,0.0,0.0,6.76,5.59,0.0
20230113:2111,0.0,0.0,0.0,6.71,5.72,0.0
20230113:2211,0.0,0.0,0.0,6.58,5.79,0.0
20230113:2311,0.0,0.0,0.0,6.54,5.86,0.0
20230114:0011,0.0,0.0,0.0,6.75,5.79,0.0
20230114:0111,0.0,0.0,0.0,6.91,5.66,0.0
20230114:0211,0.0,0.0,0.0,6.76,5.31,0.0
20230114:0311,0.0,0.0,0.0,6.68,5.1,0.0
20230114:0411,0.0,0.0,0.0,6.81,5.03,0.0
20230114:0511,0.0,0.0,0.0,6.95,4.9,0.0
20230114:0611,0.0,0.0,0.0,6.93,4.62,0.0
20230114:0711,0.0,0.0,0.0,6.95,4.34,0.0
20230114:0811,64460.0,88.64,6.02,7.02,4.14,0.0
20230114:0911,263140.0,307.44,11.37,7.23,4.07,0.0
20230114:1011,234860.0,277.86,14.85,7.66,3.72,0.0
20230114:1111,602550.0,699.0,16.16,7.74,4.69,0.0
20230114:1211,115320.0,146.73,15.17,7.68,4.83,0.0
20230114:1311,42090.0,63.94,11.98,7.42,4.62,0.0
20230114:1411,6430.0,17.64,6.88,7.18,4.9,0.0
20230114:1511,0.0,0.0,0.0,6.64,5.24,0.0
20230114:1611,0.0,0.0,0.0,6.54,5.52,0.0
20230114:1711,0.0,0.0,0.0,6.81,5.86,0.0
20230114:1811,0.0,0.0,0.0,7.15,6.55,0.0
20230114:1911,0.0,0.0,0.0,7.36,6.55,0.0
20230114:2011,0.0,0.0,0.0,7.59,6.48,0.0
20230114:2111,0.0,0.0,0.0,7.94,6.55,0.0
20230114:2211,0.0,0.0,0.0,8.31,6.76,0.0
20230114:2311,0.0,0.0,0.0,8.66,6.69,0.0
20230115:0011,0.0,0.0,0.0,9.03,6.48,0.0
20230115:0111,0.0,0.0,0.0,9.44,6.14,0.0
20230115:0211,0.0,0.0,0.0,9.78,5.72,0.0
20230115:0311,0.0,0.0,0.0,9.67,5.38,0.0
20230115:0411,0.0,0.0,0.0,9.63,5.31,0.0
20230115:0511,0.0,0.0,0.0,8.91,5.17,0.0
20230115:0611,0.0,0.0,0.0,7.42,4.41,0.0
20230115:0711,0.0,0.0,0.0,6.82,3.38,0.0
20230115:0811,28340.0,46.62,6.14,6.42,3.72,0.0
20230115:0911,36490.0,56.99,11.51,6.46,4.14,0.0
20230115:1011,114550.0,145.35,15.01,6.82,4.69,0.0
20230115:1111,157670.0,192.81,16.34,7.24,4.97,0.0
20230115:1211,105640.0,136.01,15.36,7.75,5.86,0.0
20230115:1311,217200.0,256.47,12.18,7.65,6.34,0.0
20230115:1411,356370.0,407.77,7.08,7.4,6.21,0.0
20230115:1511,0.0,0.0,0.0,6.87,5.79,0.0
20230115:1611,0.0,0.0,0.0,6.26,5.86,0.0
20230115:1711,0.0,0.0,0.0,5.89,6.0,0.0
20230115:1811,0.0,0.0,0.0,5.69,6.14,0.0
20230115:1911,0.0,0.0,0.0,5.59,6.76,0.0
20230115:2011,0.0,0.0,0.0,5.45,6.55,0.0
20230115:2111,0.0,0.0,0.0,5.38,6.07,0.0
20230115:2211,0.0,0.0,0.0,5.29,5.72,0.0
20230115:2311,0.0,0.0,0.0,5.01,5.38,0.0
20230116:0011,0.0,0.0,0.0,4.62,4.83,0.0
20230116:0111,0.0,0.0,0.0,4.39,4.34,0.0
20230116:0211,0.0,0.0,0.0,4.13,4.0,0.0
20230116:0311,0.0,0.0,0.0,3.99,3.72,0.0
20230116:0411,0.0,0.0,0.0,3.84,3.52,0.0
20230116:0511,0.0,0.0,0.0,3.53,3.38,0.0
20230116:0611,0.0,0.0,0.0,3.43,3.38,0.0
20230116:0711,0.0,0.0,0.0,2.62,3.52,0.0
20230116:0811,359090.0,405.54,6.27,2.67,3.72,0.0
20230116:0911,514360.0,583.89,11.66,3.47,3.86,0.0
20230116:1011,403580.0,462.08,15.18,4.57,3.24,0.0
20230116:1111,691000.0,807.89,16.52,5.43,3.38,0.0
20230116:1211,570720.0,660.72,15.56,6.17,3.59,0.0
20230116:1311,558980.0,646.49,12.38,6.4,3.59,0.0
20230116:1411,173220.0,207.16,7.28,5.98,3.93,0.0
20230116:1511,0.0,0.0,0.0,5.28,4.21,0.0
20230116:1611,0.0,0.0,0.0,4.61,4.41,0.0
20230116:1711,0.0,0.0,0.0,4.24,4.62,0.0
20230116:1811,0.0,0.0,0.0,4.03,4.76,0.0
20230116:1911,0.0,0.0,0.0,4.13,4.76,0.0
20230116:2011,0.0,0.0,0.0,4.03,4.62,0.0
20230116:2111,0.0,0.0,0.0,3.68,4.48,0.0
20230116:2211,0.0,0.0,0.0,3.71,4.55,0.0
20230116:2311,0.0,0.0,0.0,3.6,4.55,0.0
20230117:0011,0.0,0.0,0.0,3.37,4.34,0.0
20230117:0111,0.0,0.0,0.0,3.07,4.14,0.0
20230117:0211,0.0,0.0,0.0,3.47,4.0,0.0
20230117:0311,0.0,0.0,0.0,4.0,4.0,0.0
20230117:0411,0.0,0.0,0.0,4.23,4.28,0.0
20230117:0511,0.0,0.0,0.0,3.99,4.69,0.0
20230117:0611,0.0,0.0,0.0,3.79,5.03,0.0
20230117:0711,0.0,0.0,0.0,3.72,5.03,0.0
20230117:0811,39390.0,59.2,6.41,3.68,5.1,0.0
20230117:0911,302460.0,344.65,11.82,3.85,5.31,0.0
20230117:1011,43850.0,65.27,15.36,3.91,5.66,0.0
20230117:1111,31310.0,50.28,16.72,3.72,5.52,0.0
20230117:1211,418680.0,473.9,15.76,3.53,4.62,0.0
20230117:1311,66190.0,90.46,12.59,3.76,4.0,0.0
20230117:1411,72130.0,96.19,7.49,3.6,3.66,0.0
20230117:1511,0.0,0.0,0.0,3.18,2.97,0.0
20230117:1611,0.0,0.0,0.0,2.21,2.41,0.0
20230117:1711,0.0,0.0,0.0,1.61,2.21,0.0
20230117:1811,0.0,0.0,0.0,0.55,2.07,0.0
20230117:1911,0.0,0.0,0.0,-0.85,2.0,0.0
20230117:2011,0.0,0.0,0.0,-1.29,1.59,0.0
20230117:2111,0.0,0.0,0.0,-1.59,1.52,0.0
20230117:2211,0.0,0.0,0.0,-2.24,1.59,0.0
20230117:2311,0.0,0.0,0.0,-1.6,1.24,0.0
20230118:0011,0.0,0.0,0.0,-1.22,1.03,0.0
20230118:0111,0.0,0.0,0.0,-2.41,1.17,0.0
20230118:0211,0.0,0.0,0.0,-3.04,1.31,0.0
20230118:0311,0.0,0.0,0.0,-3.07,1.24,0.0
20230118:0411,0.0,0.0,0.0,-2.77,1.17,0.0
20230118:0511,0.0,0.0,0.0,-2.37,1.45,0.0
20230118:0611,0.0,0.0,0.0,-1.98,1.45,0.0
20230118:0711,0.0,0.0,0.0,-2.1,1.66,0.0
20230118:0811,75350.0,97.75,6.56,-1.77,1.45,0.0
20230118:0911,221930.0,255.76,11.98,-0.8,1.31,0.0
20230118:1011,61120.0,84.17,15.54,0.2,1.45,0.0
20230118:1111,75070.0,99.96,16.92,0.82,1.66,0.0
20230118:1211,61550.0,84.96,15.97,1.2,1.79,0.0
20230118:1311,74150.0,98.54,12.81,1.09,1.72,0.0
20230118:1411,12200.0,25.58,7.7,0.92,1.72,0.0
20230118:1511,0.0,0.0,0.0,0.42,1.59,0.0
20230118:1611,0.0,0.0,0.0,-0.23,1.31,0.0
20230118:1711,0.0,0.0,0.0,-0.9,1.03,0.0
20230118:1811,0.0,0.0,0.0,-1.44,1.17,0.0
20230118:1911,0.0,0.0,0.0,-1.0,1.17,0.0
20230118:2011,0.0,0.0,0.0,-1.54,1.66,0.0
20230118:2111,0.0,0.0,0.0,-2.51,1.93,0.0
20230118:2211,0.0,0.0,0.0,-3.21,2.07,0.0
20230118:2311,0.0,0.0,0.0,-3.82,2.21,0.0
20230119:0011,0.0,0.0,0.0,-4.01,2.34,0.0
20230119:0111,0.0,0.0,0.0,-4.02,2.48,0.0
20230119:0211,0.0,0.0,0.0,-3.96,2.62,0.0
20230119:0311,0.0,0.0,0.0,-3.91,2.69,0.0
20230119:0411,0.0,0.0,0.0,-3.88,2.76,0.0
